id,town,area,latitude,longitude,region,monitoredVotes,registered,photoVoices,officialVotes,officialVoters,against_registered,against_officialVotes,against_photoVoices,cherechen_registered,cherechen_officialVotes,cherechen_photoVoices,corrupted_registered,corrupted_officialVotes,corrupted_photoVoices,dmitriyev_registered,dmitriyev_officialVotes,dmitriyev_photoVoices,ignore_registered,ignore_officialVotes,ignore_photoVoices,kanopatskaja_registered,kanopatskaja_officialVotes,kanopatskaja_photoVoices,lukashenko_registered,lukashenko_officialVotes,lukashenko_photoVoices,tihanovkaja_registered,tihanovkaja_officialVotes,tihanovkaja_photoVoices,zubr_id,observers,wrong-voters-number,major-violations,minor-violations
03-101-0011,Rahachow,town_below100,53.100762,30.065571,3,,150,79,1342.0,1568.0,1,111.0,0,0,43.0,0,0,,0,0,32.0,0,0,,0,0,18.0,0,2,623.0,0,147,515.0,79,3368,0,False,False,False
03-101-0015,Rahachow,town_below100,53.10274,30.067816,3,,226,118,1876.0,1913.0,4,112.0,1,0,9.0,0,0,,0,0,16.0,0,0,,0,0,39.0,0,4,1297.0,0,218,403.0,117,3372,3,False,False,False
03-101-0029,Хатовня,village,53.281034,30.530332,3,,19,7,425.0,589.0,0,27.0,0,0,3.0,0,0,,0,0,4.0,0,0,,0,0,7.0,0,3,283.0,0,16,101.0,7,3386,0,False,False,False
03-101-0036,Звонец,village,53.235532,30.432164,3,,14,7,333.0,375.0,0,24.0,0,0,10.0,0,0,,0,1,10.0,0,0,,0,0,8.0,0,0,164.0,0,13,117.0,7,3393,0,False,False,False
03-101-0037,Ильич,village,53.261287,30.422296,3,,54,23,516.0,631.0,0,39.0,0,0,10.0,0,0,,0,0,7.0,0,1,,0,0,6.0,0,1,201.0,0,52,253.0,23,3394,1,False,False,False
03-102-0003,Svietlahоrsk,town_below100,52.627943,29.751573,3,,128,71,1458.0,1575.0,3,80.0,0,0,25.0,0,0,4.0,0,0,15.0,0,0,,0,0,16.0,0,1,1002.0,0,124,316.0,71,3410,3,False,False,False
04-021-0008,Hrodna,city,53.686351,23.834631,4,,224,135,897.0,978.0,1,125.0,0,3,18.0,1,1,,0,6,21.0,5,0,,0,1,5.0,0,2,298.0,0,210,430.0,129,3506,3,False,False,False
04-021-0023,Hrodna,city,53.693362,23.80531,4,,312,195,1537.0,1682.0,1,40.0,0,0,15.0,0,0,,0,0,22.0,0,0,,0,1,12.0,1,0,878.0,0,310,570.0,194,3521,4,False,False,False
04-021-0032,Hrodna,city,53.706433,23.811535,4,,151,84,892.0,1047.0,2,86.0,1,1,18.0,1,0,,0,0,20.0,0,1,,0,0,12.0,0,5,455.0,1,142,301.0,81,3530,2,False,False,False
04-021-0044,Hrodna,city,53.698294,23.840362,4,,292,176,1602.0,1667.0,5,99.0,2,0,42.0,0,1,,1,0,29.0,0,0,,0,2,29.0,1,1,929.0,0,283,474.0,172,3542,2,False,False,False
04-021-0048,Hrodna,city,53.699898,23.850145,4,,209,122,1451.0,1867.0,6,38.0,1,0,11.0,0,1,13.0,1,0,15.0,0,1,,0,1,38.0,1,2,713.0,1,198,620.0,118,3546,1,False,False,True
04-022-0067,Hrodna,city,53.674287,23.805202,4,,423,278,1668.0,2084.0,6,128.0,1,1,35.0,1,0,,0,0,47.0,0,0,,0,2,29.0,1,2,427.0,0,412,1002.0,275,3565,2,False,False,True
04-022-0070,Hrodna,city,53.672431,23.766952,4,,561,374,1937.0,2293.0,6,5.0,3,0,4.0,0,2,,1,5,7.0,1,1,,0,1,6.0,0,1,881.0,0,545,1034.0,369,3568,2,False,False,False
04-022-0080,Hrodna,city,53.66852,23.794881,4,,283,201,1677.0,1889.0,5,118.0,2,1,35.0,0,0,,0,2,28.0,1,1,,0,0,18.0,0,1,523.0,0,273,955.0,198,3578,2,False,False,False
04-022-0081,Hrodna,city,53.66852,23.794881,4,,311,205,2067.0,2094.0,1,61.0,0,4,42.0,1,0,,0,1,53.0,0,1,,0,1,51.0,0,2,1057.0,0,301,803.0,204,3579,0,False,False,False
04-022-0085,Hrodna,city,53.655966,23.811904,4,,133,79,815.0,892.0,2,65.0,1,0,12.0,0,0,,0,0,18.0,0,1,,0,0,9.0,0,0,262.0,0,130,449.0,78,3583,0,False,False,False
04-022-0107,Hrodna,city,53.644342,23.843632,4,,275,180,1791.0,1993.0,6,89.0,2,2,25.0,0,1,13.0,1,0,30.0,0,1,,0,0,18.0,0,3,907.0,1,262,709.0,176,3605,2,True,False,False
04-022-0110,Hrodna,city,53.64542,23.843704,4,,508,306,2166.0,2395.0,4,82.0,1,2,1.0,1,0,,0,3,38.0,1,0,,0,0,36.0,0,0,945.0,0,499,1064.0,303,3608,4,False,False,False
04-022-0117,Hrodna,city,53.656067,23.842204,4,,246,140,1410.0,1891.0,2,108.0,1,1,19.0,1,0,4.0,0,1,35.0,0,1,,0,2,18.0,0,2,405.0,0,237,819.0,138,3615,2,False,False,False
04-022-0121,Hrodna,city,53.662124,23.844513,4,,250,157,1687.0,1795.0,3,25.0,1,0,18.0,0,0,,0,2,10.0,2,2,,0,0,15.0,0,1,922.0,0,242,697.0,154,3619,0,False,False,False
04-022-0122,Hrodna,city,53.658565,23.852049,4,,342,211,1606.0,1987.0,6,48.0,0,2,11.0,1,0,,0,1,12.0,0,2,,0,0,13.0,0,5,879.0,0,326,643.0,210,3620,2,False,False,False
04-022-0123,Hrodna,city,53.658565,23.852049,4,,357,220,1539.0,1694.0,3,77.0,0,0,26.0,0,1,,0,2,25.0,1,0,,0,0,11.0,0,2,734.0,1,349,666.0,218,3621,1,False,False,False
04-022-0125,Hrodna,city,53.668867,23.852391,4,,269,163,1200.0,1482.0,1,126.0,1,0,20.0,0,0,11.0,0,0,14.0,0,2,,0,0,13.0,0,4,307.0,0,262,709.0,162,3623,3,False,False,False
04-022-0128,Hrodna,city,53.672799,23.848088,4,,344,235,1809.0,1897.0,4,132.0,1,2,22.0,2,0,,0,2,27.0,1,0,,0,1,20.0,0,0,678.0,0,335,930.0,231,3626,2,False,False,False
04-022-0134,Hrodna,city,53.684548,23.856559,4,,328,208,1620.0,1800.0,8,40.0,3,1,29.0,0,0,,0,1,40.0,1,2,,0,0,14.0,0,1,1066.0,0,315,431.0,204,3632,3,False,False,False
04-022-0135,Hrodna,city,53.687918,23.859038,4,,312,198,1383.0,1387.0,3,49.0,2,1,22.0,1,0,12.0,0,1,32.0,0,0,,0,2,17.0,2,2,411.0,0,303,844.0,193,3633,0,False,False,False
04-105-0011,Пархимовцы,village,53.260829,24.050371,4,,22,8,427.0,452.0,0,26.0,0,0,6.0,0,0,,0,0,9.0,0,0,,0,0,5.0,0,0,258.0,0,22,123.0,8,3644,1,False,False,True
04-106-0011,Vawkavysk,town_below100,53.161641,24.454594,4,,268,146,2184.0,2296.0,4,134.0,2,0,21.0,0,0,,0,2,31.0,1,0,,0,0,21.0,0,1,1129.0,0,261,848.0,143,3658,0,True,False,False
04-110-0003,Iwye,town_below100,53.932225,25.764194,4,,156,78,1088.0,1401.0,1,83.0,1,0,10.0,0,0,,0,0,22.0,0,1,,0,2,6.0,0,0,408.0,0,152,559.0,77,3785,3,False,False,False
04-110-0013,Бакшты,village,53.93814,26.186178,4,,53,31,653.0,688.0,0,19.0,0,0,4.0,0,0,,0,0,10.0,0,0,,0,1,9.0,1,1,382.0,0,51,229.0,30,3795,1,False,False,False
04-112-0002,Lida,town_over100,53.912129,25.243603,4,,222,109,1146.0,1435.0,7,74.0,2,0,25.0,0,0,13.0,0,1,37.0,0,1,,0,1,12.0,0,3,351.0,0,209,634.0,107,3827,0,False,False,False
04-112-0007,Lida,town_over100,53.896342,25.276301,4,,251,124,1443.0,1609.0,3,78.0,1,2,8.0,1,1,,0,1,2.0,1,0,,0,0,6.0,0,3,746.0,0,241,603.0,121,3832,3,False,False,False
04-112-0010,Lida,town_over100,53.897567,25.262198,4,,354,205,1914.0,2354.0,6,88.0,2,0,47.0,0,0,21.0,0,6,47.0,0,1,,1,0,20.0,0,3,952.0,1,338,739.0,201,3835,1,False,False,False
04-112-0012,Lida,town_over100,53.895901,25.25538,4,,381,228,2092.0,2860.0,8,132.0,4,3,48.0,0,1,14.0,0,0,49.0,0,0,,0,0,25.0,0,4,772.0,2,365,1052.0,222,3837,2,False,False,False
04-112-0016,Lida,town_over100,53.891259,25.271783,4,,306,168,1839.0,2467.0,4,144.0,0,1,37.0,0,0,169.0,0,1,44.0,1,0,,0,0,19.0,0,9,674.0,1,291,752.0,166,3841,5,False,False,False
04-112-0020,Lida,town_over100,53.893731,25.287261,4,,174,101,1228.0,1612.0,3,72.0,2,0,39.0,0,2,12.0,1,0,47.0,0,1,,0,3,30.0,2,1,521.0,1,164,507.0,95,3845,1,False,False,True
04-112-0024,Lida,town_over100,53.895201,25.298328,4,,183,94,1040.0,1319.0,5,55.0,1,0,17.0,0,1,8.0,0,2,21.0,1,2,,0,0,12.0,0,1,499.0,1,172,428.0,91,3849,1,False,False,False
04-112-0025,Lida,town_over100,53.899891,25.318396,4,,209,103,1300.0,1484.0,3,41.0,1,1,7.0,0,1,2.0,0,1,13.0,1,1,,0,1,4.0,0,4,675.0,1,197,558.0,100,3850,2,False,False,False
04-112-0026,Lida,town_over100,53.900098,25.314929,4,,234,125,1179.0,1524.0,1,56.0,1,0,31.0,0,0,3.0,0,1,20.0,0,0,,0,0,3.0,0,1,641.0,0,231,425.0,124,3851,3,False,False,False
04-112-0028,Lida,town_over100,53.894209,25.310321,4,,184,94,1033.0,1292.0,2,49.0,1,0,10.0,0,0,6.0,0,2,10.0,1,0,,0,0,4.0,0,0,521.0,0,180,433.0,92,3853,1,False,False,False
04-112-0029,Lida,town_over100,53.882725,25.299424,4,,158,88,1148.0,1195.0,2,87.0,0,0,24.0,0,0,,0,5,24.0,2,0,,0,0,4.0,0,2,510.0,0,149,499.0,86,3854,1,False,False,False
04-112-0032,Lida,town_over100,53.88981,25.302254,4,,157,95,971.0,1276.0,3,61.0,1,0,17.0,0,0,9.0,0,1,28.0,0,0,,0,0,9.0,0,3,354.0,0,150,493.0,94,3857,1,False,False,False
04-112-0036,Lida,town_over100,53.870023,25.286318,4,,171,89,1492.0,1669.0,1,59.0,0,1,21.0,0,0,,0,3,21.0,1,0,,0,1,12.0,1,0,988.0,0,165,391.0,87,3861,1,False,False,False
04-112-0044,Lida,town_over100,53.875321,25.338429,4,,225,119,1406.0,1844.0,7,127.0,2,3,11.0,0,0,10.0,0,2,29.0,0,0,,0,0,27.0,0,1,867.0,0,212,335.0,117,3869,4,False,False,False
04-112-0055,Первомайский,village,53.885511,25.414678,4,,79,36,852.0,1024.0,2,77.0,1,0,23.0,0,0,8.0,0,0,24.0,0,0,,0,0,15.0,0,0,347.0,0,77,358.0,35,3880,1,False,False,False
04-112-0059,Можейково,village,53.722398,24.986307,4,,49,21,712.0,808.0,0,34.0,0,1,8.0,0,0,4.0,0,0,3.0,0,0,,0,0,6.0,0,1,441.0,0,47,216.0,21,3884,0,False,False,False
04-112-0064,Минойты,village,53.7979,25.367804,4,,95,47,765.0,929.0,2,48.0,1,2,17.0,2,1,,0,0,9.0,0,0,,0,0,8.0,0,1,316.0,0,89,367.0,44,3889,1,False,False,False
04-112-0065,Шейбаки,town_below100,53.861055,25.328583,4,,101,51,696.0,826.0,1,4.0,0,0,12.0,0,0,,0,0,16.0,0,0,,0,1,13.0,0,0,355.0,0,99,296.0,51,3890,1,False,False,False
04-112-0070,Byarozawka,town_below100,53.713372,25.499479,4,,242,131,1942.0,2140.0,3,42.0,1,3,15.0,0,1,,0,0,16.0,0,0,,0,0,13.0,0,5,1107.0,0,230,749.0,130,3895,0,False,False,True
04-114-0001,Navahrudak,town_below100,53.595702,25.82007,4,,109,49,716.0,953.0,1,7.0,0,1,2.0,0,0,,0,2,6.0,2,1,,0,0,7.0,0,3,573.0,0,101,121.0,47,3928,1,False,False,False
04-114-0004,Navahrudak,town_below100,53.58179,25.8031,4,,200,105,1318.0,1661.0,1,115.0,0,0,30.0,0,1,17.0,0,1,37.0,1,3,,0,0,17.0,0,3,598.0,1,191,504.0,103,3931,2,False,False,False
04-115-0002,Astravyets,town_below100,54.615308,25.971139,4,,76,44,763.0,845.0,1,69.0,0,0,15.0,0,0,,0,0,21.0,0,0,,0,1,5.0,1,2,344.0,0,72,309.0,43,3968,1,False,False,False
04-115-0003,Astravyets,town_below100,54.622831,25.963117,4,,166,100,1193.0,1350.0,3,101.0,1,0,22.0,0,0,,0,0,21.0,0,0,,0,0,13.0,0,0,406.0,0,163,630.0,99,3969,0,False,False,False
04-115-0005,Astravyets,town_below100,54.61449,25.959282,4,,216,104,1748.0,1812.0,3,165.0,1,0,27.0,0,0,,0,0,23.0,0,2,,0,0,14.0,0,1,929.0,0,210,590.0,103,3971,2,False,False,False
04-117-0011,Гринки,village,52.955258,24.13176,4,,16,5,393.0,409.0,0,26.0,0,0,2.0,0,0,,0,0,11.0,0,0,,0,0,6.0,0,1,240.0,0,15,108.0,5,4029,0,False,False,False
04-117-0014,Новый Двор,village,52.829149,24.351809,4,,25,6,689.0,709.0,0,50.0,0,0,13.0,0,0,,0,0,3.0,0,0,,0,0,4.0,0,4,507.0,1,21,112.0,5,4032,1,False,False,False
04-118-0004,Slonim,town_below100,53.0949,25.349802,4,,110,60,1016.0,1096.0,0,58.0,0,0,11.0,0,2,,0,0,18.0,0,0,,0,1,22.0,1,1,500.0,1,106,407.0,58,4040,2,False,False,False
04-118-0019,Slonim,town_below100,53.078139,25.389947,4,,167,93,1556.0,1701.0,1,67.0,0,1,18.0,1,0,,0,0,17.0,0,0,,0,1,10.0,1,2,949.0,0,162,495.0,91,4055,3,False,False,True
04-118-0027,Slonim,town_below100,53.071583,25.313761,4,,274,165,1389.0,1870.0,2,9.0,0,1,7.0,1,0,2.0,0,2,4.0,1,0,,0,1,13.0,0,3,837.0,0,265,517.0,163,4063,1,False,False,False
04-119-0007,Smarhon,town_below100,54.474663,26.422282,4,,277,157,1893.0,1971.0,3,120.0,1,4,40.0,3,2,16.0,1,3,51.0,0,0,,0,0,25.0,0,3,770.0,1,262,871.0,151,4090,0,False,False,False
04-119-0008,Smarhon,town_below100,54.477185,26.417054,4,,210,116,1153.0,1558.0,3,92.0,2,1,21.0,0,0,,0,1,22.0,1,0,,0,0,15.0,0,3,386.0,0,202,617.0,113,4091,3,False,False,False
04-119-0013,Smarhon,town_below100,54.478012,26.393976,4,,143,88,1137.0,1350.0,1,91.0,0,0,18.0,0,1,,0,0,24.0,0,0,,0,1,25.0,0,0,525.0,0,140,454.0,88,4096,4,False,False,False
04-119-0016,Smarhon,town_below100,54.485,26.371788,4,,188,97,1509.0,1845.0,3,66.0,0,1,22.0,1,0,15.0,0,1,18.0,1,0,,0,0,17.0,0,1,707.0,0,182,664.0,95,4099,1,False,False,False
04-119-0019,Smarhon,town_below100,54.485586,26.380708,4,,208,108,1617.0,1828.0,2,93.0,0,0,8.0,0,0,,0,2,15.0,1,0,,0,0,5.0,0,2,1195.0,0,202,301.0,107,4102,2,False,False,False
04-119-0029,Осиновщизна,village,54.510657,26.335667,4,,71,35,1157.0,1276.0,1,29.0,0,0,29.0,0,0,,0,1,13.0,0,1,,0,1,19.0,0,0,691.0,0,67,376.0,35,4112,1,False,True,True
04-145-0002,Skidzieĺ,town_below100,53.573995,24.237777,4,,146,83,1296.0,1396.0,1,48.0,0,2,4.0,0,0,,0,1,27.0,0,0,,0,1,16.0,1,2,806.0,0,139,395.0,82,3715,1,False,False,False
04-145-0019,Коробчицы,city,53.605988,23.749013,4,,416,256,1576.0,1636.0,9,29.0,3,2,11.0,1,1,,0,1,11.0,1,1,,1,0,16.0,0,1,779.0,1,401,730.0,249,3732,2,False,False,False
04-145-0023,Aziory,village,53.720006,24.179396,4,,124,79,1159.0,1235.0,1,36.0,0,2,7.0,2,1,,1,5,10.0,2,0,,0,0,4.0,0,1,677.0,0,114,425.0,74,3736,1,False,False,False
04-145-0024,Aziory,village,53.721855,24.181525,4,,98,68,1091.0,1157.0,4,58.0,0,0,14.0,0,0,,0,1,24.0,0,2,,0,0,13.0,0,2,558.0,0,89,424.0,68,3737,1,False,False,False
05-026-0005,Borisov,town_over100,54.222016,28.521079,5,,72,35,575.0,741.0,3,34.0,1,0,5.0,0,0,,0,1,10.0,1,1,,0,0,8.0,0,1,329.0,0,66,189.0,33,4210,1,False,False,False
05-026-0011,Borisov,town_over100,54.20294,28.47372,5,,250,138,1647.0,2025.0,7,99.0,3,1,21.0,0,0,,0,3,20.0,0,1,,0,1,16.0,0,3,636.0,1,234,855.0,134,4216,1,False,False,True
05-026-0016,Borisov,town_over100,54.206537,28.47708,5,,148,93,1068.0,1287.0,3,56.0,1,0,28.0,0,0,,0,0,45.0,0,0,,0,0,26.0,0,2,424.0,1,143,489.0,91,4221,4,False,False,False
05-026-0061,Borisov,town_over100,54.259521,28.520468,5,,172,92,1452.0,1843.0,3,84.0,0,0,12.0,0,0,,0,0,11.0,0,1,,0,0,29.0,0,3,1060.0,0,165,256.0,92,4266,3,False,False,False
05-027-0006,Vileyka,town_below100,54.48047,26.89715,5,,215,121,1348.0,1857.0,1,69.0,1,1,37.0,1,1,13.0,1,0,26.0,0,1,,1,0,14.0,0,0,606.0,0,211,583.0,117,4315,5,False,False,False
05-027-0007,Vileyka,town_below100,54.482882,26.902063,5,,101,49,785.0,892.0,0,36.0,0,0,13.0,0,0,,0,0,15.0,0,2,,0,0,7.0,0,0,299.0,0,99,415.0,49,4316,0,False,False,False
05-027-0018,Daŭhinava,village,54.639683,27.474601,5,,59,32,1076.0,1340.0,1,53.0,1,0,8.0,0,0,12.0,0,0,15.0,0,0,,0,0,40.0,0,0,476.0,0,58,472.0,31,4327,1,False,False,True
05-027-0023,Ilya,village,54.417143,27.294376,5,,134,77,1347.0,1463.0,3,26.0,0,1,7.0,0,0,,0,0,13.0,0,0,,0,0,19.0,0,0,857.0,0,130,425.0,77,4332,2,False,False,False
05-029-0018,Viazań,village,53.739109,27.306647,5,,68,32,389.0,533.0,1,38.0,1,0,2.0,0,2,3.0,1,2,16.0,1,0,,0,0,8.0,0,0,235.0,0,63,87.0,29,4392,2,False,False,False
05-029-0034,Энергетиков,village,53.588423,27.054993,5,,244,129,1592.0,1969.0,4,50.0,1,0,16.0,0,0,,0,4,43.0,2,0,,0,1,20.0,1,5,1083.0,0,230,380.0,125,4408,5,False,False,False
05-034-0014,Zarečča,village,54.398142,27.620509,5,,14,5,393.0,433.0,0,26.0,0,0,4.0,0,0,,0,0,5.0,0,0,,0,0,10.0,0,0,285.0,0,14,63.0,5,4522,2,False,False,True
05-034-0019,Чуденичи,village,54.14202,27.792824,5,,53,33,395.0,482.0,0,26.0,0,0,1.0,0,2,4.0,2,0,7.0,0,0,,0,0,3.0,0,1,177.0,0,50,177.0,31,4527,3,False,False,False
05-036-0003,Maladzeĉna,town_below100,54.308388,26.824386,5,,208,106,1274.0,1736.0,2,65.0,1,0,19.0,0,0,15.0,0,1,28.0,0,0,,0,1,22.0,1,2,576.0,0,202,549.0,104,4683,1,False,False,True
05-036-0004,Maladzeĉna,town_below100,54.30772,26.828429,5,,273,160,1294.0,1881.0,3,297.0,2,1,26.0,0,1,,0,1,36.0,0,1,,1,3,16.0,1,3,491.0,0,260,428.0,156,4684,2,False,False,False
05-036-0017,Maladzeĉna,town_below100,54.298653,26.849,5,,290,143,1680.0,2131.0,2,55.0,1,1,24.0,0,1,,1,3,32.0,3,1,,0,0,25.0,0,0,1225.0,0,282,319.0,138,4697,2,False,False,False
05-036-0023,Maladzeĉna,town_below100,54.304747,26.852117,5,,231,140,1989.0,2229.0,2,134.0,0,1,29.0,0,0,13.0,0,3,25.0,0,1,,0,0,25.0,0,2,1261.0,0,222,502.0,140,4703,2,False,False,False
05-036-0029,Maladzeĉna,town_below100,54.31937,26.870021,5,,256,133,1461.0,1617.0,5,36.0,1,0,17.0,0,1,,0,1,23.0,0,2,,2,1,24.0,0,1,620.0,0,245,741.0,130,4709,3,False,False,False
05-036-0039,Березинское,village,54.22175,26.610417,5,,123,62,1062.0,1210.0,1,22.0,1,0,4.0,0,0,,0,0,5.0,0,0,,0,3,3.0,2,0,711.0,0,119,317.0,59,4719,2,False,False,True
05-036-0044,Красное,village,54.249338,27.078726,5,,114,41,551.0,785.0,1,29.0,0,1,11.0,0,0,15.0,0,0,15.0,0,0,,0,0,8.0,0,0,343.0,0,112,130.0,41,4724,2,False,False,False
05-036-0074,Radashkovichy,town_below100,54.161319,27.232131,5,,198,110,1311.0,1578.0,1,87.0,0,0,15.0,0,1,13.0,0,3,26.0,0,1,,0,0,24.0,0,1,499.0,0,191,647.0,110,4754,1,False,False,False
05-036-0075,Radashkovichy,town_below100,54.15823,27.239632,5,,201,111,1050.0,1560.0,7,62.0,2,0,1.0,0,0,,0,1,4.0,0,0,,0,0,5.0,0,0,471.0,0,193,507.0,109,4755,4,False,False,False
05-036-0076,Radashkovichy,town_below100,54.149535,27.252146,5,,270,136,1173.0,1655.0,6,87.0,3,1,18.0,0,1,,0,1,23.0,0,1,,0,1,18.0,0,1,524.0,0,258,503.0,133,4756,1,False,False,False
05-037-0016,Kryvičy,village,54.715421,27.290755,5,,102,38,1160.0,1337.0,3,79.0,1,0,9.0,0,0,,0,0,16.0,0,0,,0,0,31.0,0,1,618.0,0,98,407.0,37,4772,0,False,False,True
05-038-0004,Nesvizh,town_below100,53.222934,26.670684,5,,350,199,2491.0,2762.0,6,162.0,1,1,34.0,0,1,,0,3,49.0,2,1,,0,2,38.0,1,5,1147.0,0,331,1061.0,195,4784,2,False,False,True
05-039-0005,Swislatsch,village,53.644732,27.921301,5,,255,151,1478.0,1635.0,3,91.0,1,2,18.0,1,0,,0,4,29.0,3,1,,0,0,21.0,0,4,726.0,1,241,593.0,145,4820,5,False,False,True
05-039-0010,Druzhny,village,53.623642,27.892052,5,,251,147,1022.0,1357.0,3,6.0,0,1,4.0,0,1,3.0,0,0,3.0,0,0,,0,0,5.0,0,3,625.0,0,243,376.0,147,4825,3,False,False,False
05-039-0011,Druzhny,village,53.618061,27.893516,5,,186,98,907.0,1462.0,6,69.0,1,0,21.0,0,0,,0,2,28.0,1,0,,0,0,14.0,0,1,267.0,0,177,508.0,96,4826,2,False,False,False
05-039-0012,Заречье,village,53.523459,28.178922,5,,200,99,1932.0,2098.0,6,40.0,2,0,5.0,0,0,,0,5,11.0,1,0,,0,0,19.0,0,1,1368.0,0,188,489.0,96,4827,2,False,False,False
05-039-0042,Maryina Horka,town_below100,53.518336,28.14243,5,,270,140,1813.0,2204.0,9,137.0,3,2,20.0,1,0,,0,2,26.0,2,1,,0,0,15.0,0,1,1173.0,1,255,442.0,133,4857,2,False,False,False
05-039-0048,Maryina Horka,town_below100,53.498496,28.170116,5,,255,120,1666.0,2263.0,6,136.0,2,2,23.0,0,1,11.0,0,2,44.0,1,1,,0,1,23.0,0,3,1048.0,0,239,381.0,117,4863,4,False,False,True
05-040-0002,Sluck,town_below100,53.030948,27.553585,5,,308,167,1972.0,2367.0,4,124.0,0,1,35.0,1,0,,0,3,29.0,3,0,,0,1,26.0,0,1,804.0,0,298,954.0,163,4868,1,False,False,False
05-040-0008,Sluck,town_below100,53.041528,27.566206,5,,295,146,1740.0,1823.0,3,83.0,0,2,38.0,1,0,,0,3,46.0,0,1,,0,0,23.0,0,1,887.0,0,285,663.0,145,4874,2,False,False,False
05-040-0019,Sluck,town_below100,53.017331,27.555426,5,,174,96,1651.0,1812.0,4,88.0,0,0,18.0,0,0,,0,1,26.0,0,0,,0,0,17.0,0,1,945.0,0,168,557.0,96,4885,2,True,True,False
05-040-0028,Sluck,town_below100,53.022271,27.543182,5,,124,53,944.0,1082.0,0,73.0,0,1,18.0,1,0,12.0,0,0,22.0,0,1,,0,0,11.0,0,2,514.0,0,120,294.0,52,4894,1,False,False,True
05-040-0063,Лучники,village,53.044165,27.506818,5,,168,77,1458.0,1702.0,0,95.0,0,1,28.0,0,0,18.0,0,1,36.0,0,0,,0,1,18.0,1,1,698.0,0,164,565.0,76,4929,2,False,False,True
05-041-0008,Smalyavichy,town_below100,54.017173,28.062238,5,,199,103,1177.0,1458.0,5,353.0,1,0,28.0,0,1,10.0,0,2,17.0,1,1,,0,0,27.0,0,1,264.0,0,189,478.0,101,4944,2,False,False,False
05-041-0012,Будагово,village,54.143966,28.302178,5,,103,61,1002.0,1132.0,2,16.0,0,1,3.0,0,0,,0,0,14.0,0,1,,0,1,10.0,0,3,568.0,1,95,391.0,60,4948,2,False,False,False
05-041-0030,Прилепы,village,54.07545,27.836825,5,,175,103,813.0,1173.0,0,44.0,0,0,10.0,0,1,13.0,0,2,12.0,1,1,,0,1,10.0,1,2,279.0,0,168,444.0,101,4966,3,False,False,True
05-041-0035,Smalyavichy,town_below100,54.017173,28.062238,5,,124,66,1018.0,1420.0,3,176.0,0,0,11.0,0,0,14.0,0,1,21.0,1,0,,0,0,18.0,0,0,257.0,0,120,521.0,65,4971,2,False,False,False
05-042-0041,Краснодворцы,village,52.804402,27.437837,5,,94,49,925.0,995.0,0,73.0,0,0,23.0,0,0,9.0,0,1,24.0,0,0,,0,0,24.0,0,1,345.0,0,92,427.0,49,5012,0,False,False,False
05-042-0050,Гаврильчицы,village,52.6361,27.085472,5,,61,29,608.0,712.0,1,75.0,0,0,3.0,0,0,,0,0,2.0,0,0,,0,0,4.0,0,1,308.0,0,59,216.0,29,5021,0,False,False,False
05-042-0056,Ясковичи,village,52.573906,27.515191,5,,14,6,396.0,445.0,0,15.0,0,0,9.0,0,1,3.0,1,0,4.0,0,0,,0,0,6.0,0,0,279.0,0,13,80.0,5,5027,1,False,False,False
05-042-0062,Зажевичи,village,52.792434,27.642994,5,,58,22,691.0,741.0,2,47.0,0,0,7.0,0,0,,0,2,11.0,0,0,,0,0,16.0,0,1,460.0,0,53,150.0,22,5033,1,False,False,True
05-044-0005,Stowbtsy,town_below100,53.490016,26.742729,5,,356,189,2037.0,2138.0,10,126.0,1,1,30.0,1,1,14.0,0,3,52.0,1,2,,0,0,18.0,0,3,908.0,1,336,889.0,185,5064,2,False,False,True
05-044-0007,Stowbtsy,town_below100,53.494848,26.7505,5,,275,127,1594.0,1756.0,5,116.0,0,2,37.0,1,0,11.0,0,2,27.0,0,1,,0,0,12.0,0,6,829.0,1,259,562.0,125,5066,2,False,False,False
05-044-0010,Новоколосово,village,53.518936,26.929687,5,,87,38,1004.0,1209.0,2,85.0,1,0,8.0,0,0,13.0,0,0,23.0,0,0,,0,0,11.0,0,0,512.0,0,85,352.0,37,5069,2,False,False,False
05-044-0025,Засулье,village,53.580689,26.832767,5,,60,29,661.0,794.0,3,47.0,1,0,7.0,0,0,,0,0,15.0,0,0,,0,0,19.0,0,1,343.0,0,56,230.0,28,5084,1,False,False,False
05-045-0012,Яченка,village,53.570584,27.563924,5,,31,11,296.0,308.0,1,25.0,0,0,6.0,0,0,,0,0,8.0,0,0,,0,0,5.0,0,1,124.0,0,29,128.0,11,5108,0,False,False,False
